emd_nm,base_date,city,em_cnt,em_g,pay_amt,em_g_per_cnt,year,month,day,week,day_of_week,season,redday,kor_cnt,kor_amt,fast_cnt,fast_amt,af_cnt,af_amt,mart_cnt,mart_amt,food_cnt,food_amt,west_cnt,west_amt,des_cnt,des_amt,asia_cnt,asia_amt,deliv_cnt,deliv_amt,geo_type,observed,trend,seasonal,em_cnt_variant,em_g_variant,pay_amt_variant,em_g_per_cnt_variant
알수없음,2019-10-25,알수없음,18.0,25850.0,770.0,1436.111111111111,2019,10,25,43,4,2,0,26,351390,5,127500,5,229500,36,2931378,15,397647,,,5,46155,5,38250,,,알수없음,25850.0,18089.166666666668,-3227.452535574955,2.0,4750.0,140.0,117.36111111111109
알수없음,2019-10-26,알수없음,13.0,10300.0,306.0,792.3076923076923,2019,10,26,43,5,2,0,20,803250,10,167790,,,46,1324266,,,,,5,16320,,,,,알수없음,10300.0,18505.0,13265.908575536174,-5.0,-15550.0,-464.0,-643.8034188034188
알수없음,2019-10-27,알수없음,18.0,22200.0,662.0,1233.3333333333333,2019,10,27,43,6,2,0,20,1004700,10,636480,,,71,3310869,5,306000,,,26,341700,10,290700,5,146880,알수없음,22200.0,18929.999999999996,-10427.396980019395,5.0,11900.0,356.0,441.025641025641
알수없음,2019-10-28,알수없음,15.0,28850.0,861.0,1923.3333333333333,2019,10,28,44,0,2,0,26,481950,15,216240,,,61,3835608,5,134538,,,5,25500,,,,,알수없음,28850.0,19046.666666666664,18025.797464425043,-3.0,6650.0,199.0,690.0
알수없음,2019-10-29,알수없음,14.0,14300.0,427.0,1021.4285714285714,2019,10,29,44,1,2,0,41,1306110,10,222360,,,46,749496,10,136680,5,22440,,,,,5,56100,알수없음,14300.0,18728.333333333336,-8711.358849174425,-1.0,-14550.0,-434.0,-901.9047619047618
알수없음,2019-10-30,알수없음,13.0,20800.0,620.0,1600.0,2019,10,30,44,2,2,0,41,612000,5,40290,5,280500,36,1470789,5,323697,,,5,52530,5,673200,,,알수없음,20800.0,18501.666666666668,9480.529600955355,-1.0,6500.0,193.0,578.5714285714286
알수없음,2019-10-31,알수없음,13.0,16700.0,498.0,1284.6153846153845,2019,10,31,44,3,2,0,36,527340,15,115260,,,61,3353250,,,,,10,63750,5,71400,5,40800,알수없음,16700.0,18590.000000000004,5872.029663124529,0.0,-4100.0,-122.0,-315.3846153846155
알수없음,2019-11-01,알수없음,9.0,10750.0,320.0,1194.4444444444443,2019,11,1,44,4,2,0,30,1534689,5,68952,,,25,2279726,5,6338,5,190125,5,91260,,,20,483678,알수없음,10750.0,18845.000000000004,-4642.9489869885065,-4.0,-5950.0,-178.0,-90.17094017094018
알수없음,2019-11-02,알수없음,16.0,25150.0,749.0,1571.875,2019,11,2,44,5,2,0,35,1127061,,,5,207870,51,3745310,5,78940,5,45123,15,182013,5,730080,5,380250,알수없음,25150.0,19412.5,3395.513223113519,7.0,14400.0,429.0,377.43055555555566
알수없음,2019-11-03,알수없음,17.0,20550.0,611.0,1208.8235294117646,2019,11,3,44,6,2,0,35,996762,10,109005,,,25,176842,10,488951,,,,,10,164775,10,215475,알수없음,20550.0,19560.0,2787.5775837531824,1.0,-4600.0,-138.0,-363.05147058823536
알수없음,2019-11-04,알수없음,11.0,14800.0,442.0,1345.4545454545455,2019,11,4,45,0,2,0,46,1021504,5,62868,,,30,2688368,10,274591,,,5,63375,,,5,40560,알수없음,14800.0,19416.666666666668,-6433.073109370601,-6.0,-5750.0,-169.0,136.63101604278086
알수없음,2019-11-05,알수없음,9.0,11300.0,336.0,1255.5555555555557,2019,11,5,45,1,2,0,30,582036,5,21801,10,304200,25,1226889,5,361745,5,141960,10,132327,5,35490,5,42588,알수없음,11300.0,19305.0,-15957.487243354606,-2.0,-3500.0,-106.0,-89.89898989898984
알수없음,2019-11-06,알수없음,18.0,26600.0,794.0,1477.7777777777778,2019,11,6,45,2,2,0,20,9303450,15,167817,10,406107,56,1955144,10,235197,,,5,20280,,,5,53235,알수없음,26600.0,19211.66666666667,-6311.121807446122,9.0,15300.0,458.0,222.22222222222217
알수없음,2019-11-07,알수없음,11.0,16100.0,480.0,1463.6363636363637,2019,11,7,45,3,2,0,25,648453,10,121680,,,46,2786878,20,289700,,,,,,,5,111033,알수없음,16100.0,19316.66666666667,-5401.933790892494,-7.0,-10500.0,-314.0,-14.141414141414089
알수없음,2019-11-08,알수없음,12.0,10750.0,319.0,895.8333333333334,2019,11,8,45,4,2,0,35,631722,5,35490,5,745290,35,1089847,5,823976,,,,,,,5,75543,알수없음,10750.0,19665.000000000004,-4103.127494768954,1.0,-5350.0,-161.0,-567.8030303030304
알수없음,2019-11-09,알수없음,15.0,19600.0,585.0,1306.6666666666667,2019,11,9,45,5,2,0,30,942310,15,203814,5,186576,76,3439235,5,87965,5,234234,5,48672,,,,,알수없음,19600.0,20215.000000000004,-727.8319513336014,3.0,8850.0,266.0,410.83333333333337
알수없음,2019-11-10,알수없음,11.0,21550.0,644.0,1959.090909090909,2019,11,10,45,6,2,0,41,866970,10,111540,5,56429,20,365750,5,31434,,,5,30420,15,349830,5,32955,알수없음,21550.0,20496.666666666664,-44.638558435873406,-4.0,1950.0,59.0,652.4242424242423
알수없음,2019-11-11,알수없음,15.0,23850.0,711.0,1590.0,2019,11,11,46,0,2,0,15,197730,5,54756,10,275149,61,1707677,10,311805,,,5,33462,,,10,260598,알수없음,23850.0,20509.166666666668,-16638.138713925247,4.0,2300.0,67.0,-369.090909090909
알수없음,2019-11-12,알수없음,17.0,26450.0,788.0,1555.8823529411766,2019,11,12,46,1,2,0,25,330057,10,103935,,,25,862103,,,,,10,43095,5,30420,5,101400,알수없음,26450.0,20475.0,4528.307367144517,2.0,2600.0,77.0,-34.11764705882342
알수없음,2019-11-13,알수없음,6.0,7300.0,217.0,1216.6666666666667,2019,11,13,46,2,2,0,15,253500,10,89739,,,41,810845,5,57392,5,205335,10,53235,,,5,96330,알수없음,7300.0,20625.833333333336,-10494.926568450994,-11.0,-19150.0,-571.0,-339.21568627450984
알수없음,2019-11-14,알수없음,17.0,15900.0,472.0,935.2941176470588,2019,11,14,46,3,2,0,41,2666820,5,45630,,,30,843699,,,5,40560,,,,,5,70980,알수없음,15900.0,20572.5,-425.8485125864447,11.0,8600.0,255.0,-281.37254901960796
알수없음,2019-11-15,알수없음,12.0,16550.0,496.0,1379.1666666666667,2019,11,15,46,4,2,0,15,116610,,,5,55770,30,140642,,,,,10,137144,5,121680,5,65910,알수없음,16550.0,20544.166666666668,-8947.674757797167,-5.0,650.0,24.0,443.87254901960796
알수없음,2019-11-16,알수없음,18.0,21550.0,644.0,1197.2222222222222,2019,11,16,46,5,2,0,61,1176747,,,,,30,566319,,,5,288990,5,36758,,,5,40560,알수없음,21550.0,20812.5,-6686.758091130504,6.0,5000.0,148.0,-181.94444444444457
알수없음,2019-11-17,알수없음,24.0,36650.0,1096.0,1527.0833333333333,2019,11,17,46,6,2,0,46,1762332,5,25350,,,51,2122860,10,571136,,,15,189111,,,5,136890,알수없음,36650.0,21204.999999999996,15696.491908869497,6.0,15100.0,452.0,329.8611111111111
알수없음,2019-11-18,알수없음,16.0,24650.0,735.0,1540.625,2019,11,18,47,0,2,0,15,395460,5,91260,,,20,637603,5,215374,,,10,35490,,,5,60840,알수없음,24650.0,21543.333333333325,18979.769686647265,-8.0,-12000.0,-361.0,13.541666666666742
알수없음,2019-11-19,알수없음,16.0,18900.0,561.0,1181.25,2019,11,19,47,1,2,0,20,484185,10,210405,,,30,695300,,,5,116610,20,170859,5,106470,5,101400,알수없음,18900.0,21829.999999999993,-13220.896980019395,0.0,-5750.0,-174.0,-359.375
알수없음,2019-11-20,알수없음,11.0,12350.0,368.0,1122.7272727272727,2019,11,20,47,2,2,0,66,2203929,5,65910,20,714870,41,1730391,5,47557,,,10,258824,5,101400,5,126750,알수없음,12350.0,22168.33333333333,26879.741908869502,-5.0,-6550.0,-193.0,-58.52272727272725
알수없음,2019-11-21,알수없음,18.0,24800.0,740.0,1377.7777777777778,2019,11,21,47,3,2,0,46,757965,10,66924,5,140439,25,747521,,,,,5,67938,5,50700,,,알수없음,24800.0,22323.33333333333,-410.2025355749529,7.0,12450.0,372.0,255.05050505050508
알수없음,2019-11-22,알수없음,10.0,14000.0,418.0,1400.0,2019,11,22,47,4,2,0,25,512070,5,86190,,,25,1157937,5,113771,5,243360,,,,,5,95316,알수없음,14000.0,22547.5,5849.380797758383,-8.0,-10800.0,-322.0,22.22222222222217
알수없음,2019-11-23,알수없음,26.0,40600.0,1212.0,1561.5384615384614,2019,11,23,47,5,2,0,35,798525,5,248430,5,202800,56,613217,25,367829,,,10,107484,5,365040,5,45630,알수없음,40600.0,23278.333333333332,-1948.2303133527305,16.0,26600.0,794.0,161.53846153846143
알수없음,2019-11-24,알수없음,26.0,39350.0,1174.0,1513.4615384615386,2019,11,24,47,6,2,0,35,541476,15,196716,,,30,1535855,5,89283,,,,,5,319410,5,131313,알수없음,39350.0,23767.500000000004,-3227.452535574955,0.0,-1250.0,-38.0,-48.07692307692287
알수없음,2019-11-25,알수없음,9.0,13700.0,409.0,1522.2222222222222,2019,11,25,48,0,2,0,35,418275,,,,,30,175929,10,435158,,,10,119145,10,522210,5,45630,알수없음,13700.0,23617.500000000007,13265.908575536174,-17.0,-25650.0,-765.0,8.760683760683605
알수없음,2019-11-26,알수없음,11.0,19550.0,585.0,1777.2727272727273,2019,11,26,48,1,2,0,25,808665,20,458328,5,785191,25,596232,5,136434,,,,,5,841620,5,38025,알수없음,19550.0,23750.833333333336,-10427.396980019395,2.0,5850.0,176.0,255.05050505050508
알수없음,2019-11-27,알수없음,18.0,29450.0,879.0,1636.111111111111,2019,11,27,48,2,2,0,25,409149,15,86697,,,66,4107461,,,,,5,32448,,,10,141453,알수없음,29450.0,23906.666666666668,18025.797464425043,7.0,9900.0,294.0,-141.16161616161617
알수없음,2019-11-28,알수없음,15.0,22750.0,678.0,1516.6666666666667,2019,11,28,48,3,2,0,25,458835,,,10,745290,25,785698,5,55770,5,20280,5,131820,,,5,73515,알수없음,22750.0,23945.833333333336,-8711.358849174425,-3.0,-6700.0,-201.0,-119.44444444444434
알수없음,2019-11-29,알수없음,10.0,9150.0,272.0,915.0,2019,11,29,48,4,2,0,51,1485510,15,139425,,,25,2044782,5,291018,,,5,55770,5,116610,,,알수없음,9150.0,24001.66666666667,9480.529600955355,-5.0,-13600.0,-406.0,-601.6666666666667
알수없음,2019-11-30,알수없음,15.0,26650.0,796.0,1776.6666666666667,2019,11,30,48,5,2,0,30,1143285,10,189618,10,571643,25,1761724,10,41067,,,5,420810,10,220545,,,알수없음,26650.0,24257.500000000004,5872.029663124529,5.0,17500.0,524.0,861.6666666666667
알수없음,2019-12-01,알수없음,10.0,16900.0,505.0,1690.0,2019,12,1,48,6,3,0,31,599975,10,114845,,,15,174173,10,426781,5,166345,5,23690,10,345050,5,77250,알수없음,16900.0,24325.833333333332,-4642.9489869885065,-5.0,-9750.0,-291.0,-86.66666666666674
알수없음,2019-12-02,알수없음,14.0,42550.0,1273.0,3039.285714285714,2019,12,2,49,0,3,0,21,381100,5,30385,,,46,2402836,,,,,5,58710,5,41200,5,97850,알수없음,42550.0,24020.833333333336,3395.513223113519,4.0,25650.0,768.0,1349.2857142857142
알수없음,2019-12-03,알수없음,11.0,23450.0,700.0,2131.818181818182,2019,12,3,49,1,3,0,41,719816,10,105575,5,55517,31,967222,5,159444,,,5,25235,5,133900,10,164800,알수없음,23450.0,23967.5,2787.5775837531824,-3.0,-19100.0,-573.0,-907.4675324675322
알수없음,2019-12-04,알수없음,16.0,29100.0,870.0,1818.75,2019,12,4,49,2,3,0,15,769925,5,57680,,,46,2379249,5,288555,5,46350,5,16480,5,458350,10,177315,알수없음,29100.0,24249.166666666664,-6433.073109370601,5.0,5650.0,170.0,-313.068181818182
알수없음,2019-12-05,알수없음,10.0,17300.0,517.0,1730.0,2019,12,5,49,3,3,0,41,622120,15,328570,5,158620,46,1401727,,,5,46350,10,47895,5,123600,5,82400,알수없음,17300.0,24655.0,-15957.487243354606,-6.0,-11800.0,-353.0,-88.75
알수없음,2019-12-06,알수없음,12.0,29900.0,893.0,2491.6666666666665,2019,12,6,49,4,3,0,26,538175,10,64375,,,41,1768150,5,192095,,,10,28325,5,113300,,,알수없음,29900.0,24800.0,-6311.121807446122,2.0,12600.0,376.0,761.6666666666665
알수없음,2019-12-07,알수없음,17.0,26250.0,785.0,1544.1176470588234,2019,12,7,49,5,3,0,31,820395,15,187975,,,31,463294,10,188490,,,5,25750,10,585555,,,알수없음,26250.0,25390.83333333334,-5401.933790892494,5.0,-3650.0,-108.0,-947.5490196078431
알수없음,2019-12-08,알수없음,25.0,44450.0,1327.0,1778.0,2019,12,8,49,6,3,0,41,942450,10,236900,5,813700,46,1670042,15,655698,5,182825,10,210378,,,5,94760,알수없음,44450.0,25614.166666666668,-4103.127494768954,8.0,18200.0,542.0,233.88235294117658
알수없음,2019-12-09,알수없음,12.0,15250.0,454.0,1270.8333333333333,2019,12,9,50,0,3,0,41,1030000,5,44805,5,27038,21,196730,26,693808,,,10,126175,5,144200,5,112785,알수없음,15250.0,25310.833333333332,-727.8319513336014,-13.0,-29200.0,-873.0,-507.16666666666674
알수없음,2019-12-10,알수없음,10.0,16900.0,504.0,1690.0,2019,12,10,50,1,3,0,41,1210250,,,5,345565,62,2751748,21,484615,10,129780,5,30900,5,180250,5,144200,알수없음,16900.0,25589.166666666664,-44.638558435873406,-2.0,1650.0,50.0,419.16666666666674
알수없음,2019-12-11,알수없음,21.0,36500.0,1090.0,1738.095238095238,2019,12,11,50,2,3,0,21,309000,5,26265,,,36,1170029,21,248333,5,169950,5,11845,5,159650,5,64890,알수없음,36500.0,25764.166666666664,-16638.138713925247,11.0,19600.0,586.0,48.095238095238074
알수없음,2019-12-12,알수없음,10.0,23150.0,691.0,2315.0,2019,12,12,50,3,3,0,31,423073,,,5,72615,41,1118065,10,78280,,,10,155015,10,128750,10,167375,알수없음,23150.0,25698.333333333332,4528.307367144517,-11.0,-13350.0,-399.0,576.9047619047619
알수없음,2019-12-13,알수없음,10.0,12950.0,388.0,1295.0,2019,12,13,50,4,3,0,26,637776,5,74675,,,41,1262832,10,117935,,,,,5,38625,5,97850,알수없음,12950.0,25592.5,-10494.926568450994,0.0,-10200.0,-303.0,-1020.0
알수없음,2019-12-14,알수없음,13.0,13600.0,405.0,1046.1538461538462,2019,12,14,50,5,3,0,31,705035,15,164285,5,1905500,36,684023,,,,,,,5,164800,5,46350,알수없음,13600.0,26180.833333333332,-425.8485125864447,3.0,650.0,17.0,-248.8461538461538
알수없음,2019-12-15,알수없음,21.0,34200.0,1021.0,1628.5714285714287,2019,12,15,50,6,3,0,21,285825,15,232986,5,82400,10,97335,15,87550,10,198790,5,29870,5,231750,5,61800,알수없음,34200.0,26911.666666666664,-8947.674757797167,8.0,20600.0,616.0,582.4175824175825
알수없음,2019-12-16,알수없음,11.0,8000.0,238.0,727.2727272727273,2019,12,16,51,0,3,0,21,486675,10,70555,5,105575,36,1118065,10,170414,5,190550,5,25750,5,61800,5,162225,알수없음,8000.0,27014.16666666666,-6686.758091130504,-10.0,-26200.0,-783.0,-901.2987012987014
알수없음,2019-12-17,알수없음,16.0,31900.0,953.0,1993.75,2019,12,17,51,1,3,0,31,785375,10,185400,,,10,262856,10,236900,,,,,5,66950,5,108150,알수없음,31900.0,27010.83333333333,15696.491908869497,5.0,23900.0,715.0,1266.4772727272727
알수없음,2019-12-18,알수없음,12.0,26200.0,781.0,2183.3333333333335,2019,12,18,51,2,3,0,15,314150,5,31930,5,123600,67,2560323,5,56650,,,5,51500,,,10,288400,알수없음,26200.0,26899.999999999993,18979.769686647265,-4.0,-5700.0,-172.0,189.58333333333348
알수없음,2019-12-19,알수없음,20.0,34250.0,1024.0,1712.5,2019,12,19,51,3,3,0,15,453200,21,280675,15,1314950,46,1841743,5,82400,,,10,48925,15,218875,5,69525,알수없음,34250.0,26684.166666666664,-13220.896980019395,8.0,8050.0,243.0,-470.8333333333335
알수없음,2019-12-20,알수없음,14.0,21350.0,638.0,1525.0,2019,12,20,51,4,3,0,10,638600,5,42745,,,31,2796450,10,276967,,,,,5,293550,5,28686,알수없음,21350.0,26648.333333333332,26879.741908869502,-6.0,-12900.0,-386.0,-187.5
알수없음,2019-12-21,알수없음,13.0,24500.0,733.0,1884.6153846153845,2019,12,21,51,5,3,0,10,309000,21,287885,,,21,598224,5,12875,10,812155,5,20600,5,72100,10,314150,알수없음,24500.0,26684.166666666664,-410.2025355749529,-1.0,3150.0,95.0,359.6153846153845
알수없음,2019-12-22,알수없음,17.0,49750.0,1490.0,2926.470588235294,2019,12,22,51,6,3,0,26,870350,5,385220,5,176027,31,1952262,5,46350,,,10,171753,,,5,61800,알수없음,49750.0,26585.83333333333,5849.380797758383,4.0,25250.0,757.0,1041.8552036199096
알수없음,2019-12-23,알수없음,12.0,18250.0,546.0,1520.8333333333333,2019,12,23,52,0,3,0,21,2450370,15,146775,,,21,830077,5,104391,5,746750,5,27810,5,23175,5,51500,알수없음,18250.0,26109.166666666668,-1948.2303133527305,-5.0,-31500.0,-944.0,-1405.637254901961
알수없음,2019-12-24,알수없음,19.0,43500.0,1301.0,2289.4736842105262,2019,12,24,52,1,3,1,36,741600,5,49955,,,36,1557824,5,164800,,,5,186945,5,92700,5,103000,알수없음,43500.0,25700.833333333332,-3227.452535574955,7.0,25250.0,755.0,768.640350877193
알수없음,2019-12-25,알수없음,18.0,26250.0,783.0,1458.3333333333333,2019,12,25,52,2,3,1,26,2415350,10,206000,,,46,1833143,5,72358,5,144200,21,888890,5,77250,5,90125,알수없음,26250.0,25744.166666666668,13265.908575536174,-1.0,-17250.0,-518.0,-831.140350877193
알수없음,2019-12-26,알수없음,14.0,17500.0,521.0,1250.0,2019,12,26,52,3,3,1,10,349170,15,156560,,,26,521180,5,51500,,,10,103000,5,144200,5,43775,알수없음,17500.0,25619.166666666664,-10427.396980019395,-4.0,-8750.0,-262.0,-208.33333333333326
알수없음,2019-12-27,알수없음,13.0,27550.0,823.0,2119.230769230769,2019,12,27,52,4,3,0,26,2044550,21,152440,5,197760,52,1364287,21,236179,,,15,90898,5,41200,5,72100,알수없음,27550.0,25352.5,18025.797464425043,-1.0,10050.0,302.0,869.230769230769
알수없음,2019-12-28,알수없음,13.0,18300.0,547.0,1407.6923076923076,2019,12,28,52,5,3,0,21,432600,,,,,36,883328,10,36050,,,,,,,5,144200,알수없음,18300.0,25286.666666666664,-8711.358849174425,0.0,-9250.0,-276.0,-711.5384615384614
알수없음,2019-12-29,알수없음,25.0,48900.0,1459.0,1956.0,2019,12,29,52,6,3,0,46,1634095,5,123600,,,15,370852,5,421167,,,5,12875,,,5,130810,알수없음,48900.0,25486.66666666666,9480.529600955355,12.0,30600.0,912.0,548.3076923076924
알수없음,2019-12-30,알수없음,17.0,30750.0,916.0,1808.8235294117646,2019,12,30,1,0,3,0,31,1364750,10,211150,,,21,755608,,,,,10,75190,15,262650,10,221450,알수없음,30750.0,25283.333333333332,5872.029663124529,-8.0,-18150.0,-543.0,-147.17647058823536
알수없음,2019-12-31,알수없음,14.0,18950.0,565.0,1353.5714285714287,2019,12,31,1,1,3,1,26,1745335,10,119480,,,31,282838,5,56650,10,115875,15,221708,,,10,193125,알수없음,18950.0,25119.166666666668,-4642.9489869885065,-3.0,-11800.0,-351.0,-455.25210084033597
알수없음,2020-01-01,알수없음,20.0,40300.0,1203.0,2015.0,2020,1,1,1,2,3,1,31,824160,5,126480,5,657900,66,2338911,5,18258,,,10,236130,,,,,알수없음,40300.0,25069.166666666664,3395.513223113519,6.0,21350.0,638.0,661.4285714285713
알수없음,2020-01-02,알수없음,13.0,19050.0,568.0,1465.3846153846155,2020,1,2,1,3,3,1,36,826710,,,5,152235,31,694620,10,141882,,,5,71400,10,372300,5,68850,알수없음,19050.0,24610.833333333332,2787.5775837531824,-7.0,-21250.0,-635.0,-549.6153846153845
알수없음,2020-01-03,알수없음,14.0,20550.0,614.0,1467.857142857143,2020,1,3,1,4,3,0,26,937125,5,102000,,,36,1726860,10,354450,5,153000,15,63750,15,561000,5,61200,알수없음,20550.0,24047.499999999996,-6433.073109370601,1.0,1500.0,46.0,2.4725274725274176
알수없음,2020-01-04,알수없음,15.0,23700.0,706.0,1580.0,2020,1,4,1,5,3,0,36,1105170,20,320790,,,41,1294227,5,96441,,,10,165750,5,38250,,,알수없음,23700.0,23982.499999999996,-15957.487243354606,1.0,3150.0,92.0,112.14285714285711
알수없음,2020-01-05,알수없음,16.0,25650.0,766.0,1603.125,2020,1,5,1,6,3,0,26,502350,15,362100,,,26,476034,5,88536,,,15,219810,10,433500,5,142800,알수없음,25650.0,24314.999999999996,-6311.121807446122,1.0,1950.0,60.0,23.125
알수없음,2020-01-06,알수없음,16.0,24600.0,735.0,1537.5,2020,1,6,2,0,3,0,20,476850,31,523260,5,247350,41,673761,5,42585,,,5,19890,,,5,99450,알수없음,24600.0,23830.833333333332,-5401.933790892494,0.0,-1050.0,-31.0,-65.625
알수없음,2020-01-07,알수없음,14.0,17500.0,522.0,1250.0,2020,1,7,2,1,3,0,20,989400,,,,,5,131478,10,350166,,,,,5,275400,,,알수없음,17500.0,23217.5,-4103.127494768954,-2.0,-7100.0,-213.0,-287.5
알수없음,2020-01-08,알수없음,8.0,17700.0,529.0,2212.5,2020,1,8,2,2,3,0,26,406980,10,59670,,,26,403308,5,35700,5,49980,10,52530,5,306000,5,135150,알수없음,17700.0,22969.166666666668,-727.8319513336014,-6.0,200.0,7.0,962.5
알수없음,2020-01-09,알수없음,10.0,17050.0,509.0,1705.0,2020,1,9,2,3,3,0,20,402900,10,188700,5,510000,41,1096449,5,100980,,,10,59160,,,5,81600,알수없음,17050.0,22703.333333333332,-44.638558435873406,2.0,-650.0,-20.0,-507.5
알수없음,2020-01-10,알수없음,15.0,28850.0,864.0,1923.3333333333333,2020,1,10,2,4,3,0,20,617100,5,108630,,,41,1090890,5,48450,5,239190,20,108885,,,5,73950,알수없음,28850.0,22511.666666666664,-16638.138713925247,5.0,11800.0,355.0,218.33333333333326
알수없음,2020-01-11,알수없음,12.0,14800.0,440.0,1233.3333333333333,2020,1,11,2,5,3,0,31,367200,5,86700,,,26,893418,,,5,84150,5,10200,5,146370,5,51000,알수없음,14800.0,22383.33333333333,4528.307367144517,-3.0,-14050.0,-424.0,-690.0
알수없음,2020-01-12,알수없음,15.0,17350.0,517.0,1156.6666666666667,2020,1,12,2,6,3,0,10,545700,10,185130,5,153000,31,380256,5,16320,5,20400,5,30600,5,249900,5,94350,알수없음,17350.0,22717.499999999996,-10494.926568450994,3.0,2550.0,77.0,-76.66666666666652
알수없음,2020-01-13,알수없음,9.0,21200.0,635.0,2355.5555555555557,2020,1,13,3,0,3,0,20,185130,5,80070,5,59670,56,1165962,10,120870,5,80580,15,119850,5,102000,,,알수없음,21200.0,22577.500000000004,-425.8485125864447,-6.0,3850.0,118.0,1198.888888888889
알수없음,2020-01-14,알수없음,12.0,14400.0,430.0,1200.0,2020,1,14,3,1,3,0,36,1468800,5,122400,15,305235,41,1947384,10,405756,5,220830,5,32385,,,5,86700,알수없음,14400.0,21844.999999999996,-8947.674757797167,3.0,-6800.0,-205.0,-1155.5555555555557
알수없음,2020-01-15,알수없음,8.0,17950.0,536.0,2243.75,2020,1,15,3,2,3,0,5,142800,10,104550,5,12750,26,1651278,,,,,5,20400,5,306000,,,알수없음,17950.0,21377.500000000004,-6686.758091130504,-4.0,3550.0,106.0,1043.75
알수없음,2020-01-16,알수없음,11.0,18950.0,565.0,1722.7272727272727,2020,1,16,3,3,3,0,41,924120,10,110160,,,41,1117359,15,368118,,,20,107355,,,,,알수없음,18950.0,20674.16666666667,15696.491908869497,3.0,1000.0,29.0,-521.0227272727273
알수없음,2020-01-17,알수없음,4.0,11650.0,348.0,2912.5,2020,1,17,3,4,3,0,41,1409130,5,30600,5,104754,31,987870,10,160650,,,,,10,255000,15,290700,알수없음,11650.0,20536.666666666668,18979.769686647265,-7.0,-7300.0,-217.0,1189.7727272727273
알수없음,2020-01-18,알수없음,12.0,15000.0,447.0,1250.0,2020,1,18,3,5,3,0,36,726750,10,149940,5,86700,56,995979,20,664479,,,10,259590,5,183600,,,알수없음,15000.0,20907.5,-13220.896980019395,8.0,3350.0,99.0,-1662.5
알수없음,2020-01-19,알수없음,16.0,36700.0,1097.0,2293.75,2020,1,19,3,6,3,0,5,255000,10,170850,5,816000,31,743937,5,122043,5,220320,5,30090,5,173400,,,알수없음,36700.0,20856.666666666664,26879.741908869502,4.0,21700.0,650.0,1043.75
알수없음,2020-01-20,알수없음,11.0,29100.0,870.0,2645.4545454545455,2020,1,20,4,0,3,0,10,193800,5,81600,5,960738,46,1074111,,,5,142800,10,51510,5,71400,5,91800,알수없음,29100.0,20750.0,-410.2025355749529,-5.0,-7600.0,-227.0,351.7045454545455
알수없음,2020-01-21,알수없음,12.0,16100.0,481.0,1341.6666666666667,2020,1,21,4,1,3,0,36,1200540,10,127500,5,459000,46,1203753,,,,,15,155550,5,147900,5,119340,알수없음,16100.0,20812.500000000004,5849.380797758383,1.0,-13000.0,-389.0,-1303.7878787878788
알수없음,2020-01-22,알수없음,9.0,15100.0,451.0,1677.7777777777778,2020,1,22,4,2,3,0,10,89250,5,46410,10,132600,46,1853442,10,643314,,,5,22440,5,76500,5,260100,알수없음,15100.0,21096.666666666668,-1948.2303133527305,-3.0,-1000.0,-30.0,336.1111111111111
알수없음,2020-01-23,알수없음,19.0,31750.0,946.0,1671.0526315789473,2020,1,23,4,3,3,1,26,629850,,,10,372300,128,6773718,5,102000,5,156570,5,28560,5,255000,5,45900,알수없음,31750.0,21308.33333333334,-3227.452535574955,10.0,16650.0,495.0,-6.725146198830544
알수없음,2020-01-24,알수없음,15.0,22050.0,657.0,1470.0,2020,1,24,4,4,3,1,31,598230,5,45900,10,311100,51,689520,10,31008,5,136170,10,150960,10,142800,5,68850,알수없음,22050.0,21479.166666666668,13265.908575536174,-4.0,-9700.0,-289.0,-201.05263157894728
알수없음,2020-01-25,알수없음,8.0,10200.0,305.0,1275.0,2020,1,25,4,5,3,1,5,117300,5,168300,,,31,400452,5,55080,,,,,,,,,알수없음,10200.0,21647.5,-10427.396980019395,-7.0,-11850.0,-352.0,-195.0
알수없음,2020-01-26,알수없음,11.0,27150.0,811.0,2468.181818181818,2020,1,26,4,6,3,1,31,1071510,10,235620,5,1315800,15,1448961,5,17340,5,142800,10,78285,,,5,143820,알수없음,27150.0,21870.833333333336,18025.797464425043,3.0,16950.0,506.0,1193.181818181818
알수없음,2020-01-27,알수없음,24.0,38750.0,1156.0,1614.5833333333333,2020,1,27,5,0,3,1,26,706350,10,122400,,,41,644130,20,418659,,,10,38250,5,38250,5,132600,알수없음,38750.0,22125.0,-8711.358849174425,13.0,11600.0,345.0,-853.5984848484848
알수없음,2020-01-28,알수없음,12.0,20050.0,598.0,1670.8333333333333,2020,1,28,5,1,3,1,41,1027650,,,10,257550,15,231336,,,,,10,37230,5,255000,,,알수없음,20050.0,22327.5,9480.529600955355,-12.0,-18700.0,-558.0,56.25
알수없음,2020-01-29,알수없음,11.0,15650.0,467.0,1422.7272727272727,2020,1,29,5,2,3,0,41,1501950,,,,,36,703800,10,157080,,,10,45390,5,181050,15,408000,알수없음,15650.0,22500.0,5872.029663124529,-1.0,-4400.0,-131.0,-248.1060606060605
알수없음,2020-01-30,알수없음,9.0,6000.0,177.0,666.6666666666666,2020,1,30,5,3,3,0,26,328950,10,110160,,,41,2384964,,,,,5,17850,,,,,알수없음,6000.0,22309.166666666668,-4642.9489869885065,-2.0,-9650.0,-290.0,-756.0606060606061
